dataset,clf,y_true,y_point,p_max,T,I,F
Segment,SVM,0,0,0.9856,0.98638,0.01281,0.0
Segment,SVM,0,0,0.98557,0.98311,0.01526,0.0
Segment,SVM,5,5,0.98235,0.97901,0.00678,0.0
Segment,SVM,2,2,0.85945,0.84583,0.12668,0.0
Segment,SVM,3,3,0.99522,0.99481,0.00215,0.0
Segment,SVM,2,2,0.94042,0.95205,0.03805,0.0
Segment,SVM,2,2,0.86358,0.87629,0.13882,0.0
Segment,SVM,0,6,0.80733,0.79414,0.1322,0.0
Segment,SVM,3,3,0.99577,0.99437,0.00396,0.0
Segment,SVM,2,2,0.93302,0.9436,0.02763,0.0
Segment,SVM,5,5,0.98754,0.98464,0.00504,0.0
Segment,SVM,2,2,0.89643,0.88651,0.10491,0.0
Segment,SVM,0,0,0.97632,0.97281,0.02228,0.0
Segment,SVM,1,1,0.98394,0.98196,0.01621,0.0
Segment,SVM,4,4,0.99278,0.99373,0.00349,0.0
Segment,SVM,2,2,0.57087,0.58235,0.45277,0.3
Segment,SVM,4,4,0.99682,0.99702,0.00098,0.0
Segment,SVM,5,5,0.99639,0.99531,0.0015,0.0
Segment,SVM,0,0,0.99379,0.99427,0.00382,0.0
Segment,SVM,1,1,0.94593,0.91249,0.18424,0.0
Segment,SVM,6,6,0.93657,0.93172,0.05882,0.0
Segment,SVM,3,3,0.99715,0.99667,0.0013,0.0
Segment,SVM,5,5,0.9748,0.9686,0.00882,0.0
Segment,SVM,5,5,0.99558,0.99436,0.00174,0.0
Segment,SVM,4,4,0.99399,0.99407,0.00373,0.0
Segment,SVM,4,4,0.98185,0.98041,0.00978,0.0
Segment,SVM,6,1,0.68022,0.65657,0.16899,0.05
Segment,SVM,3,3,0.99404,0.99254,0.00429,0.0
Segment,SVM,6,6,0.63609,0.60033,0.28286,0.1
Segment,SVM,3,3,0.98755,0.98564,0.00611,0.0
Segment,SVM,5,5,0.99534,0.99412,0.0017,0.0
Segment,SVM,6,6,0.50553,0.51616,0.17173,0.4
Segment,SVM,0,0,0.99447,0.99418,0.00384,0.0
Segment,SVM,1,1,0.97593,0.97207,0.02024,0.0
Segment,SVM,0,0,0.9904,0.99074,0.00313,0.0
Segment,SVM,2,2,0.96883,0.97406,0.02959,0.0
Segment,SVM,4,4,0.9587,0.95229,0.02698,0.0
Segment,SVM,3,3,0.9937,0.99257,0.00334,0.0
Segment,SVM,6,6,0.57011,0.59107,0.14768,0.1
Segment,SVM,3,3,0.99183,0.99002,0.0066,0.0
Segment,SVM,1,1,0.99583,0.99604,0.00322,0.0
Segment,SVM,1,1,0.99537,0.99473,0.00423,0.0
Segment,SVM,3,3,0.99625,0.99552,0.00199,0.0
Segment,SVM,0,0,0.99095,0.99183,0.00397,0.0
Segment,SVM,4,4,0.995,0.99452,0.00379,0.0
Segment,SVM,3,3,0.94903,0.91247,0.19487,0.0
Segment,SVM,0,0,0.81429,0.80163,0.10196,0.0
Segment,SVM,1,1,0.99812,0.99806,0.00087,0.0
Segment,SVM,5,5,0.99439,0.99282,0.00253,0.0
Segment,SVM,0,0,0.99383,0.9939,0.00474,0.0
Segment,SVM,4,4,0.99613,0.99584,0.00258,0.0
Segment,SVM,5,5,0.99582,0.9947,0.00179,0.0
Segment,SVM,6,1,0.59579,0.57168,0.16385,0.15
Segment,SVM,0,0,0.98863,0.98944,0.00807,0.0
Segment,SVM,5,5,0.99542,0.99415,0.00184,0.0
Segment,SVM,0,0,0.95466,0.94821,0.03159,0.0
Segment,SVM,1,1,0.9593,0.94965,0.06322,0.0
Segment,SVM,6,0,0.44012,0.53281,0.3229,0.2
Segment,SVM,4,4,0.99435,0.99513,0.00138,0.0
Segment,SVM,5,5,0.98892,0.98629,0.00393,0.0
Segment,SVM,1,1,0.99534,0.99569,0.00259,0.0
Segment,SVM,3,3,0.99677,0.9959,0.00311,0.0
Segment,SVM,1,1,0.99735,0.99723,0.00146,0.0
Segment,SVM,2,2,0.93915,0.95123,0.04359,0.0
Segment,SVM,0,0,0.96841,0.96729,0.0186,0.0
Segment,SVM,6,6,0.87461,0.86155,0.15586,0.0
Segment,SVM,1,1,0.93405,0.91599,0.09047,0.0
Segment,SVM,0,0,0.992,0.99324,0.00263,0.0
Segment,SVM,0,0,0.99631,0.99666,0.00093,0.0
Segment,SVM,4,4,0.94691,0.9151,0.15839,0.0
Segment,SVM,5,5,0.98851,0.98617,0.00479,0.0
Segment,SVM,5,5,0.99326,0.99158,0.00301,0.0
Segment,SVM,4,4,0.95084,0.94968,0.03616,0.0
Segment,SVM,1,1,0.99517,0.99475,0.00339,0.0
Segment,SVM,0,0,0.99539,0.99547,0.00209,0.0
Segment,SVM,3,3,0.99455,0.99327,0.0033,0.0
Segment,SVM,1,1,0.99825,0.99778,0.00156,0.0
Segment,SVM,2,2,0.73905,0.74101,0.11596,0.0
Segment,SVM,1,1,0.99783,0.99667,0.00214,0.0
Segment,SVM,0,0,0.75127,0.75101,0.15162,0.0
Segment,SVM,0,0,0.98189,0.98266,0.01138,0.0
Segment,SVM,6,6,0.63213,0.62166,0.16292,0.05
Segment,SVM,0,0,0.97996,0.98041,0.01725,0.0
Segment,SVM,2,2,0.83513,0.81438,0.1904,0.0
Segment,SVM,2,2,0.8902,0.87578,0.11944,0.0
Segment,SVM,2,2,0.89229,0.89277,0.08056,0.0
Segment,SVM,3,3,0.99126,0.98995,0.00425,0.0
Segment,SVM,2,2,0.96354,0.97292,0.03109,0.0
Segment,SVM,2,2,0.89456,0.90148,0.10851,0.0
Segment,SVM,2,2,0.76454,0.82145,0.14741,0.0
Segment,SVM,3,3,0.99737,0.99667,0.00288,0.0
Segment,SVM,4,4,0.9883,0.99084,0.00419,0.0
Segment,SVM,3,3,0.99559,0.99449,0.00345,0.0
Segment,SVM,3,3,0.99523,0.99411,0.00352,0.0
Segment,SVM,5,5,0.9916,0.9898,0.00272,0.0
Segment,SVM,5,5,0.99296,0.99086,0.00326,0.0
Segment,SVM,0,0,0.99343,0.99328,0.00598,0.0
Segment,SVM,0,0,0.99565,0.99568,0.00252,0.0
Segment,SVM,6,6,0.5007,0.44602,0.46103,0.55
Segment,SVM,4,4,0.99366,0.99238,0.00551,0.0
Segment,SVM,1,1,0.97658,0.96868,0.03089,0.0
Segment,SVM,6,6,0.94054,0.94924,0.02346,0.0
Segment,SVM,4,4,0.99818,0.99833,0.0005,0.0
Segment,SVM,6,1,0.5238,0.49199,0.12665,0.55
Segment,SVM,5,5,0.99613,0.99509,0.00157,0.0
Segment,SVM,4,4,0.95858,0.95686,0.01509,0.0
Segment,SVM,3,3,0.98992,0.98332,0.0151,0.0
Segment,SVM,0,0,0.99446,0.99415,0.00334,0.0
Segment,SVM,0,0,0.96725,0.96265,0.02655,0.0
Segment,SVM,2,2,0.91979,0.91897,0.07041,0.0
Segment,SVM,2,2,0.97885,0.98174,0.02342,0.0
Segment,SVM,1,1,0.71957,0.69069,0.22886,0.05
Segment,SVM,1,6,0.67063,0.55924,0.26474,0.1
Segment,SVM,1,1,0.99736,0.99686,0.00239,0.0
Segment,SVM,2,2,0.95825,0.96471,0.03763,0.0
Segment,SVM,3,3,0.99072,0.98943,0.00508,0.0
Segment,SVM,2,2,0.9732,0.97838,0.02314,0.0
Segment,SVM,6,6,0.95264,0.94998,0.04724,0.0
Segment,SVM,4,4,0.99152,0.99136,0.00505,0.0
Segment,SVM,3,3,0.99546,0.99448,0.00217,0.0
Segment,SVM,4,4,0.99236,0.99108,0.00671,0.0
Segment,SVM,2,2,0.96171,0.96746,0.02286,0.0
Segment,SVM,3,3,0.99525,0.99444,0.00237,0.0
Segment,SVM,1,1,0.71957,0.69069,0.22886,0.05
Segment,SVM,5,5,0.99478,0.99246,0.00383,0.0
Segment,SVM,1,1,0.9582,0.94243,0.08423,0.0
Segment,SVM,3,3,0.99553,0.99414,0.00296,0.0
Segment,SVM,5,5,0.98529,0.97965,0.01019,0.0
Segment,SVM,6,6,0.90017,0.65365,0.53149,0.2
Segment,SVM,1,1,0.99233,0.99073,0.00905,0.0
Segment,SVM,3,3,0.99388,0.99196,0.0038,0.0
Segment,SVM,0,0,0.99379,0.99425,0.00316,0.0
Segment,SVM,6,1,0.60778,0.66976,0.42083,0.2
Segment,SVM,1,2,0.51008,0.54131,0.17473,0.0
Segment,SVM,5,5,0.99431,0.99277,0.00234,0.0
Segment,SVM,3,3,0.99264,0.99075,0.00444,0.0
Segment,SVM,2,6,0.5827,0.55836,0.4131,0.4
Segment,SVM,3,3,0.99549,0.99467,0.00262,0.0
Segment,SVM,2,2,0.89184,0.90759,0.06425,0.0
Segment,SVM,5,5,0.9757,0.97159,0.00543,0.0
Segment,SVM,2,2,0.77486,0.80961,0.17194,0.0
Segment,SVM,6,6,0.90661,0.83252,0.17876,0.0
Segment,SVM,1,1,0.49739,0.52365,0.46308,0.3
Segment,SVM,1,1,0.99818,0.99826,0.00087,0.0
Segment,SVM,2,2,0.90565,0.90197,0.07398,0.0
Segment,SVM,6,6,0.95818,0.96476,0.02514,0.0
Segment,SVM,6,6,0.94318,0.93997,0.05312,0.0
Segment,SVM,3,3,0.99682,0.99623,0.00184,0.0
Segment,SVM,2,2,0.83439,0.81167,0.18675,0.0
Segment,SVM,0,0,0.99565,0.99568,0.00252,0.0
Segment,SVM,4,4,0.97145,0.96974,0.00859,0.0
Segment,SVM,1,1,0.95873,0.94695,0.06283,0.0
Segment,SVM,5,5,0.99355,0.99165,0.00323,0.0
Segment,SVM,6,6,0.98205,0.97903,0.01708,0.0
Segment,SVM,4,4,0.99677,0.99711,0.00077,0.0
Segment,SVM,0,0,0.99552,0.99573,0.00183,0.0
Segment,SVM,6,6,0.68418,0.68205,0.18747,0.05
Segment,SVM,1,1,0.93497,0.91608,0.07008,0.0
Segment,SVM,4,4,0.95877,0.95627,0.03628,0.0
Segment,SVM,2,2,0.85945,0.84583,0.12668,0.0
Segment,SVM,3,3,0.99191,0.98972,0.00484,0.0
Segment,SVM,3,3,0.92271,0.89229,0.17846,0.0
Segment,SVM,4,4,0.93988,0.88005,0.27757,0.05
Segment,SVM,3,3,0.99633,0.99486,0.00404,0.0
Segment,SVM,2,2,0.8626,0.8322,0.16433,0.0
Segment,SVM,0,0,0.98909,0.9886,0.01129,0.0
Segment,SVM,4,4,0.983,0.9805,0.01218,0.0
Segment,SVM,4,4,0.97356,0.97384,0.01696,0.0
Segment,SVM,3,3,0.99541,0.99478,0.00222,0.0
Segment,SVM,5,5,0.98854,0.98611,0.0049,0.0
Segment,SVM,2,2,0.83729,0.84555,0.13071,0.0
Segment,SVM,5,5,0.98057,0.97673,0.00686,0.0
Segment,SVM,6,2,0.66939,0.64028,0.251,0.2
Segment,SVM,1,6,0.88562,0.8649,0.12548,0.0
Segment,SVM,6,6,0.91674,0.91146,0.0906,0.0
Segment,SVM,4,4,0.99844,0.99863,0.00035,0.0
Segment,SVM,6,6,0.96401,0.9591,0.03511,0.0
Segment,SVM,0,0,0.98857,0.98801,0.0125,0.0
Segment,SVM,0,0,0.99585,0.99602,0.00208,0.0
Segment,SVM,4,4,0.99585,0.99626,0.00113,0.0
Segment,SVM,6,6,0.95253,0.94693,0.07845,0.0
Segment,SVM,5,5,0.9916,0.9898,0.00327,0.0
Segment,SVM,2,6,0.53556,0.52796,0.18393,0.1
Segment,SVM,1,1,0.99585,0.99562,0.00344,0.0
Segment,SVM,6,6,0.81384,0.79909,0.12303,0.0
Segment,SVM,2,2,0.70739,0.68169,0.14161,0.0
Segment,SVM,4,4,0.97905,0.98005,0.00601,0.0
Segment,SVM,1,1,0.9878,0.98661,0.0078,0.0
Segment,SVM,3,3,0.99582,0.99516,0.00336,0.0
Segment,SVM,0,0,0.9965,0.9959,0.00294,0.0
Segment,SVM,4,4,0.97789,0.97828,0.01347,0.0
Segment,SVM,1,1,0.98614,0.9783,0.02428,0.0
Segment,SVM,2,6,0.91184,0.90656,0.06592,0.0
Segment,SVM,1,1,0.6953,0.68165,0.14774,0.0
Segment,SVM,6,6,0.82224,0.82204,0.15159,0.0
Segment,SVM,2,2,0.931,0.92363,0.08672,0.0
Segment,SVM,6,6,0.92088,0.92436,0.08232,0.0
Segment,SVM,6,6,0.96813,0.96758,0.02688,0.0
Segment,SVM,4,4,0.99606,0.99622,0.00143,0.0
Segment,SVM,0,0,0.94728,0.94685,0.02649,0.0
Segment,SVM,5,5,0.97544,0.97066,0.00924,0.0
Segment,SVM,2,1,0.63328,0.63872,0.2205,0.05
Segment,SVM,5,5,0.9967,0.99578,0.00133,0.0
Segment,SVM,6,6,0.9818,0.98453,0.0127,0.0
Segment,SVM,1,1,0.99408,0.99414,0.00479,0.0
Segment,SVM,0,0,0.56229,0.5534,0.25653,0.2
Segment,SVM,2,2,0.88024,0.8863,0.03806,0.0
Segment,SVM,2,2,0.9276,0.93923,0.06033,0.0
Segment,SVM,6,2,0.54996,0.54598,0.25877,0.3
Segment,SVM,6,6,0.93777,0.94734,0.03007,0.0
Segment,SVM,2,6,0.87199,0.86134,0.09038,0.0
Segment,SVM,3,3,0.99494,0.99081,0.00764,0.0
Segment,SVM,2,2,0.91761,0.9242,0.02563,0.0
Segment,SVM,6,6,0.60492,0.58035,0.30099,0.3
Segment,SVM,2,2,0.89065,0.90552,0.04132,0.0
Segment,SVM,0,0,0.98475,0.98463,0.01457,0.0
Segment,SVM,6,6,0.83221,0.8089,0.15127,0.0
Segment,SVM,6,6,0.92249,0.92645,0.03056,0.0
Segment,SVM,4,4,0.96311,0.97216,0.02575,0.0
Segment,SVM,6,6,0.9687,0.97154,0.01429,0.0
Segment,SVM,0,0,0.99377,0.99403,0.00248,0.0
Segment,SVM,5,5,0.9841,0.98202,0.004,0.0
Segment,SVM,2,2,0.92144,0.92923,0.02489,0.0
Segment,SVM,0,0,0.94343,0.9458,0.03221,0.0
Segment,SVM,4,4,0.99422,0.99465,0.00183,0.0
Segment,SVM,2,2,0.88934,0.90329,0.02732,0.0
Segment,SVM,3,3,0.99499,0.99261,0.00348,0.0
Segment,SVM,1,1,0.99758,0.99638,0.00342,0.0
Segment,SVM,1,1,0.96272,0.95684,0.03979,0.0
Segment,SVM,5,5,0.9968,0.99623,0.00119,0.0
Segment,SVM,3,3,0.9973,0.9962,0.00147,0.0
Segment,SVM,2,2,0.84615,0.85846,0.0834,0.0
Segment,SVM,0,0,0.99577,0.99583,0.00222,0.0
Segment,SVM,1,6,0.75233,0.73158,0.15796,0.0
Segment,SVM,1,1,0.98456,0.98712,0.01477,0.0
Segment,SVM,5,5,0.97255,0.96694,0.01372,0.0
Segment,SVM,5,5,0.99663,0.99584,0.00155,0.0
Segment,SVM,6,2,0.73185,0.71251,0.14536,0.05
Segment,SVM,1,1,0.97533,0.97389,0.02395,0.0
Segment,SVM,5,5,0.98852,0.98649,0.00464,0.0
Segment,SVM,0,0,0.92773,0.91522,0.07651,0.0
Segment,SVM,4,4,0.98431,0.98761,0.00714,0.0
Segment,SVM,1,1,0.99096,0.99177,0.00407,0.0
Segment,SVM,3,3,0.99261,0.98813,0.00728,0.0
Segment,SVM,0,0,0.98806,0.98771,0.00894,0.0
Segment,SVM,5,5,0.98142,0.97814,0.00696,0.0
Segment,SVM,4,4,0.9939,0.99442,0.00207,0.0
Segment,SVM,4,4,0.9958,0.99614,0.00157,0.0
Segment,SVM,0,0,0.98473,0.98433,0.00619,0.0
Segment,SVM,2,6,0.68937,0.71369,0.19297,0.0
Segment,SVM,4,4,0.97278,0.97491,0.01262,0.0
Segment,SVM,1,1,0.93754,0.94816,0.03238,0.0
Segment,SVM,4,4,0.918,0.89383,0.10974,0.0
Segment,SVM,5,5,0.99634,0.99562,0.00124,0.0
Segment,SVM,6,6,0.97581,0.97422,0.01781,0.0
Segment,SVM,2,2,0.87169,0.8894,0.05681,0.0
Segment,SVM,1,1,0.98845,0.98806,0.00955,0.0
Segment,SVM,5,5,0.99687,0.99627,0.00123,0.0
Segment,SVM,6,6,0.96615,0.97171,0.01726,0.0
Segment,SVM,1,1,0.88704,0.8917,0.08129,0.0
Segment,SVM,5,5,0.99285,0.99134,0.00247,0.0
Segment,SVM,4,4,0.98022,0.9843,0.00765,0.0
Segment,SVM,3,3,0.89838,0.71768,0.3694,0.0
Segment,SVM,5,5,0.99257,0.99136,0.00249,0.0
Segment,SVM,3,3,0.9951,0.99036,0.01005,0.0
Segment,SVM,0,0,0.99084,0.99136,0.00493,0.0
Segment,SVM,0,0,0.98658,0.98723,0.01004,0.0
Segment,SVM,6,6,0.74785,0.74608,0.15476,0.0
Segment,SVM,0,0,0.99095,0.9906,0.00553,0.0
Segment,SVM,2,2,0.77264,0.76347,0.26943,0.05
Segment,SVM,5,5,0.99611,0.99536,0.00136,0.0
Segment,SVM,3,3,0.99662,0.99465,0.00319,0.0
Segment,SVM,5,5,0.99367,0.99263,0.00203,0.0
Segment,SVM,6,6,0.5922,0.57282,0.11309,0.05
Segment,SVM,5,5,0.98343,0.97991,0.00572,0.0
Segment,SVM,3,3,0.99746,0.99624,0.0019,0.0
Segment,SVM,2,1,0.49555,0.46084,0.23435,0.25
Segment,SVM,0,0,0.99358,0.99405,0.00372,0.0
Segment,SVM,4,4,0.98504,0.9855,0.0041,0.0
Segment,SVM,2,6,0.80922,0.80694,0.13755,0.0
Segment,SVM,2,2,0.63786,0.64413,0.10475,0.0
Segment,SVM,5,5,0.99313,0.99161,0.00322,0.0
Segment,SVM,1,1,0.87135,0.82039,0.24521,0.05
Segment,SVM,3,3,0.99086,0.98549,0.00926,0.0
Segment,SVM,5,5,0.99153,0.99024,0.00249,0.0
Segment,SVM,6,1,0.77319,0.79692,0.09922,0.0
Segment,SVM,0,0,0.99242,0.99211,0.00522,0.0
Segment,SVM,4,4,0.97003,0.96707,0.02303,0.0
Segment,SVM,0,0,0.98352,0.98343,0.00714,0.0
Segment,SVM,0,0,0.99537,0.99543,0.00163,0.0
Segment,SVM,4,4,0.99474,0.99553,0.0016,0.0
Segment,SVM,1,1,0.99837,0.99856,0.00069,0.0
Segment,SVM,6,2,0.55814,0.56544,0.37299,0.25
Segment,SVM,5,5,0.99087,0.98887,0.00437,0.0
Segment,SVM,3,3,0.99336,0.99106,0.0033,0.0
Segment,SVM,0,0,0.98923,0.98939,0.00348,0.0
Segment,SVM,6,6,0.93236,0.93402,0.0358,0.0
Segment,SVM,1,6,0.69559,0.69191,0.28171,0.1
Segment,SVM,6,6,0.93198,0.93531,0.02524,0.0
Segment,SVM,3,3,0.99176,0.98831,0.00503,0.0
Segment,SVM,6,6,0.96435,0.96387,0.02042,0.0
Segment,SVM,3,3,0.98617,0.98002,0.00883,0.0
Segment,SVM,3,3,0.99764,0.99551,0.00343,0.0
Segment,SVM,1,1,0.99068,0.982,0.02483,0.0
Segment,SVM,6,6,0.80875,0.8278,0.13829,0.0
Segment,SVM,4,4,0.9929,0.99311,0.00369,0.0
Segment,SVM,5,5,0.99349,0.99219,0.00342,0.0
Segment,SVM,4,4,0.95082,0.9554,0.02627,0.0
Segment,SVM,1,1,0.99196,0.99034,0.00649,0.0
Segment,SVM,6,6,0.96213,0.97041,0.01568,0.0
Segment,SVM,0,0,0.9937,0.99405,0.00239,0.0
Segment,SVM,3,3,0.99117,0.98765,0.00515,0.0
Segment,SVM,1,1,0.95473,0.95122,0.04578,0.0
Segment,SVM,2,2,0.92135,0.93565,0.03437,0.0
Segment,SVM,4,4,0.99338,0.99381,0.00305,0.0
Segment,SVM,2,2,0.88144,0.89013,0.09595,0.0
Segment,SVM,1,1,0.86872,0.89325,0.09227,0.0
Segment,SVM,3,3,0.99176,0.98831,0.00503,0.0
Segment,SVM,1,1,0.88928,0.84607,0.16778,0.0
Segment,SVM,6,1,0.62281,0.61542,0.20381,0.15
Segment,SVM,2,2,0.84206,0.84305,0.05967,0.0
Segment,SVM,6,6,0.89278,0.87874,0.08834,0.0
Segment,SVM,2,2,0.79099,0.79965,0.09104,0.0
Segment,SVM,1,1,0.94583,0.94757,0.04025,0.0
Segment,SVM,6,6,0.94101,0.93965,0.02556,0.0
Segment,SVM,3,3,0.9958,0.99385,0.00309,0.0
Segment,SVM,5,5,0.98836,0.98524,0.00469,0.0
Segment,SVM,6,2,0.56976,0.55835,0.18746,0.15
Segment,SVM,3,3,0.99711,0.99564,0.00221,0.0
Segment,SVM,5,5,0.99358,0.99245,0.00228,0.0
Segment,SVM,4,4,0.99468,0.99502,0.00198,0.0
Segment,SVM,5,5,0.99588,0.99494,0.00195,0.0
Segment,SVM,2,2,0.92904,0.93769,0.0687,0.0
Segment,SVM,6,6,0.98115,0.98203,0.00899,0.0
Segment,SVM,1,1,0.99677,0.99741,0.0021,0.0
Segment,SVM,4,4,0.97375,0.96779,0.03029,0.0
Segment,SVM,3,3,0.99636,0.99442,0.00275,0.0
Segment,SVM,1,1,0.80301,0.73357,0.27751,0.05
Segment,SVM,4,4,0.98595,0.98642,0.00612,0.0
Segment,SVM,4,4,0.82751,0.83895,0.13435,0.0
Segment,SVM,0,0,0.99363,0.99343,0.00358,0.0
Segment,SVM,4,4,0.9945,0.9952,0.00155,0.0
Segment,SVM,6,6,0.97138,0.97616,0.01392,0.0
Segment,SVM,6,2,0.80308,0.80271,0.09401,0.0
Segment,SVM,6,2,0.79288,0.79219,0.10575,0.0
Segment,SVM,3,3,0.99139,0.98736,0.00689,0.0
Segment,SVM,2,2,0.32313,0.33534,0.10969,0.45
Segment,SVM,5,5,0.98884,0.9871,0.00379,0.0
Segment,SVM,3,3,0.99439,0.99151,0.00476,0.0
Segment,SVM,1,1,0.99243,0.99291,0.00316,0.0
Segment,SVM,5,5,0.99338,0.99238,0.00243,0.0
Segment,SVM,4,4,0.96207,0.96131,0.04098,0.0
Segment,SVM,2,2,0.90654,0.92017,0.03256,0.0
Segment,SVM,3,3,0.99109,0.98578,0.00976,0.0
Segment,SVM,4,4,0.9469,0.9448,0.05915,0.0
Segment,SVM,0,0,0.99479,0.99439,0.00232,0.0
Segment,SVM,3,3,0.99639,0.99468,0.00284,0.0
Segment,SVM,3,3,0.98854,0.9842,0.00738,0.0
Segment,SVM,2,2,0.8025,0.82322,0.09139,0.0
Segment,SVM,3,3,0.99117,0.98583,0.00687,0.0
Segment,SVM,2,2,0.93633,0.95017,0.03944,0.0
Segment,SVM,2,2,0.94884,0.95412,0.01962,0.0
Segment,SVM,2,6,0.56296,0.53055,0.33757,0.4
Segment,SVM,3,3,0.99774,0.99455,0.00645,0.0
Segment,SVM,6,6,0.92836,0.93746,0.02783,0.0
Segment,SVM,4,4,0.99293,0.99398,0.00246,0.0
Segment,SVM,4,4,0.95496,0.96659,0.03133,0.0
Segment,SVM,6,6,0.94362,0.94229,0.02472,0.0
Segment,SVM,1,1,0.99379,0.99124,0.00624,0.0
Segment,SVM,6,6,0.73613,0.72689,0.14629,0.0
Segment,SVM,1,1,0.96643,0.94248,0.05672,0.0
Segment,SVM,6,6,0.92054,0.92275,0.04047,0.0
Segment,SVM,0,0,0.96812,0.96991,0.01937,0.0
Segment,SVM,1,2,0.36488,0.3781,0.14617,0.35
Segment,SVM,2,2,0.80011,0.78777,0.26253,0.05
Segment,SVM,0,0,0.98365,0.94386,0.13432,0.0
Segment,SVM,2,2,0.94431,0.95277,0.02336,0.0
Segment,SVM,1,1,0.97618,0.98182,0.01738,0.0
Segment,SVM,6,6,0.83607,0.8491,0.10247,0.0
Segment,SVM,6,6,0.748,0.77968,0.12883,0.0
Segment,SVM,2,2,0.8025,0.82322,0.09139,0.0
Segment,SVM,4,4,0.99756,0.9978,0.0005,0.0
Segment,SVM,2,2,0.91921,0.93534,0.04631,0.0
Segment,SVM,6,2,0.86012,0.86755,0.05041,0.0
Segment,SVM,3,3,0.99417,0.99139,0.00473,0.0
Segment,SVM,3,3,0.99548,0.99368,0.00198,0.0
Segment,SVM,3,3,0.99557,0.99279,0.00409,0.0
Segment,SVM,5,5,0.9896,0.98814,0.00303,0.0
Segment,SVM,2,2,0.88575,0.90768,0.04704,0.0
Segment,SVM,6,6,0.85264,0.84382,0.10738,0.0
Segment,SVM,5,5,0.97516,0.97224,0.00696,0.0
Segment,SVM,2,2,0.62592,0.62891,0.1203,0.0
Segment,SVM,4,4,0.97926,0.97939,0.01014,0.0
Segment,SVM,3,3,0.99549,0.99317,0.00338,0.0
Segment,SVM,1,1,0.99591,0.9965,0.0024,0.0
Segment,SVM,2,2,0.93518,0.94605,0.03631,0.0
Segment,SVM,0,0,0.91477,0.9083,0.04478,0.0
Segment,SVM,3,3,0.99518,0.99256,0.0042,0.0
Segment,SVM,5,5,0.97533,0.97276,0.0068,0.0
Segment,SVM,2,2,0.81067,0.82013,0.08334,0.0
Segment,SVM,5,5,0.9941,0.9931,0.00204,0.0
Segment,SVM,3,3,0.87046,0.68416,0.36912,0.0
Segment,SVM,5,5,0.99366,0.99237,0.00329,0.0
Segment,SVM,1,1,0.98512,0.98242,0.02022,0.0
Segment,SVM,4,4,0.99364,0.99367,0.00326,0.0
Segment,SVM,1,1,0.99537,0.99627,0.00208,0.0
Segment,SVM,4,4,0.98779,0.98747,0.00668,0.0
Segment,SVM,5,5,0.99377,0.99271,0.00227,0.0
Segment,SVM,6,6,0.87239,0.87283,0.05764,0.0
Segment,SVM,6,6,0.53716,0.56414,0.18572,0.15
Segment,SVM,0,0,0.99452,0.9947,0.00323,0.0
Segment,SVM,2,2,0.9092,0.92414,0.03912,0.0
Segment,SVM,1,1,0.98292,0.96818,0.05906,0.0
Segment,SVM,6,6,0.95042,0.94549,0.03973,0.0
Segment,SVM,3,3,0.99439,0.99151,0.00476,0.0
Segment,SVM,3,4,0.53474,0.55487,0.20414,0.1
Segment,SVM,3,3,0.99261,0.98961,0.00445,0.0
Segment,SVM,0,0,0.70439,0.73875,0.45968,0.05
Segment,SVM,6,6,0.67003,0.65244,0.20704,0.05
Segment,SVM,2,2,0.88829,0.90673,0.04798,0.0
Segment,SVM,4,4,0.93608,0.95391,0.0423,0.0
Segment,SVM,4,4,0.95866,0.9402,0.14693,0.0
Segment,SVM,0,0,0.99324,0.99375,0.00298,0.0
Segment,SVM,5,5,0.99221,0.99061,0.00409,0.0
Segment,SVM,0,0,0.99407,0.99395,0.00316,0.0
Segment,SVM,3,3,0.99867,0.99685,0.00123,0.0
Segment,SVM,5,5,0.99652,0.99579,0.00142,0.0
Segment,SVM,4,4,0.95506,0.95017,0.0547,0.0
Segment,SVM,6,6,0.93452,0.94551,0.03485,0.0
Segment,SVM,4,4,0.97274,0.97141,0.00888,0.0
Segment,SVM,6,6,0.956,0.96284,0.02225,0.0
Segment,SVM,6,1,0.57087,0.6198,0.15047,0.0
Segment,SVM,2,2,0.72395,0.71062,0.10459,0.0
Segment,SVM,2,2,0.8708,0.87796,0.04118,0.0
Segment,SVM,0,0,0.99452,0.9947,0.00323,0.0
Segment,SVM,2,2,0.95456,0.96479,0.03342,0.0
Segment,SVM,1,1,0.60959,0.5758,0.30289,0.2
Segment,SVM,3,3,0.99548,0.99368,0.00198,0.0
Segment,SVM,6,6,0.6625,0.68782,0.15834,0.0
Segment,SVM,0,0,0.94983,0.86918,0.22654,0.0
Segment,SVM,2,2,0.55815,0.54518,0.31077,0.2
Segment,SVM,0,0,0.98359,0.98296,0.01301,0.0
Segment,SVM,0,0,0.99181,0.99196,0.00322,0.0
Segment,SVM,1,1,0.80958,0.76449,0.19503,0.0
Segment,SVM,2,2,0.8317,0.8237,0.15792,0.0
Segment,SVM,6,6,0.94996,0.94581,0.03507,0.0
Segment,SVM,4,4,0.98895,0.98857,0.00612,0.0
Segment,SVM,0,0,0.97678,0.97751,0.01131,0.0
Segment,SVM,3,3,0.99535,0.99226,0.0045,0.0
Segment,SVM,0,0,0.99333,0.99354,0.00386,0.0
Segment,SVM,1,1,0.96158,0.96097,0.02836,0.0
